sample_id,data_json,metadata_json,mxl_file,pdf_file,title,creator,source_format,key_signatures,time_signatures,tempo,resolution,parts_count,track_cnt
QmQaQMcr2pvtAPtQCAqBxYg6zPqkVpy7HP3qkMpF11ZkYG,data/8/9/QmQaQMcr2pvtAPtQCAqBxYg6zPqkVpy7HP3qkMpF11ZkYG.json,,mxl/8/9/QmQaQMcr2pvtAPtQCAqBxYg6zPqkVpy7HP3qkMpF11ZkYG.mxl,pdf/8/9/QmQaQMcr2pvtAPtQCAqBxYg6zPqkVpy7HP3qkMpF11ZkYG.pdf,The Gentle Shepherd,Joshua Campbell,musescore,G major,6/8,120.0 BPM,480,0,1
QmQvv6C1V1LsEMfqzsw3KknKNsGLLASf37LWiWFJz6F8cd,data/8/48/QmQvv6C1V1LsEMfqzsw3KknKNsGLLASf37LWiWFJz6F8cd.json,,mxl/8/48/QmQvv6C1V1LsEMfqzsw3KknKNsGLLASf37LWiWFJz6F8cd.mxl,pdf/8/48/QmQvv6C1V1LsEMfqzsw3KknKNsGLLASf37LWiWFJz6F8cd.pdf,,,musescore,,,120.0 BPM,480,0,1
QmUf3xffpGeMnbXxS66vWmxNV3eQaUgonfsJgS15hTQCqm,data/12/19/QmUf3xffpGeMnbXxS66vWmxNV3eQaUgonfsJgS15hTQCqm.json,,mxl/12/19/QmUf3xffpGeMnbXxS66vWmxNV3eQaUgonfsJgS15hTQCqm.mxl,pdf/12/19/QmUf3xffpGeMnbXxS66vWmxNV3eQaUgonfsJgS15hTQCqm.pdf,Stage Coach; The,,musescore,A major; A major,6/8; 6/8,120.0 BPM,480,0,1
QmYdZzd2NhgaoHR4fMiaDUZhaXVrRKGjGvJsB6GAaZD1BS,data/16/15/QmYdZzd2NhgaoHR4fMiaDUZhaXVrRKGjGvJsB6GAaZD1BS.json,,mxl/16/15/QmYdZzd2NhgaoHR4fMiaDUZhaXVrRKGjGvJsB6GAaZD1BS.mxl,pdf/16/15/QmYdZzd2NhgaoHR4fMiaDUZhaXVrRKGjGvJsB6GAaZD1BS.pdf,,,musescore,,4/4; 3/4; 1/4; 4/4; 3/4; 1/4; 4/4; 3/4,120.0 BPM; 108.0 BPM,480,0,1
QmUPg4qYEkyL5Zikc6jEM1svTgtmrJJogP7GbAcG3f7AB4,data/12/37/QmUPg4qYEkyL5Zikc6jEM1svTgtmrJJogP7GbAcG3f7AB4.json,,mxl/12/37/QmUPg4qYEkyL5Zikc6jEM1svTgtmrJJogP7GbAcG3f7AB4.mxl,pdf/12/37/QmUPg4qYEkyL5Zikc6jEM1svTgtmrJJogP7GbAcG3f7AB4.pdf,Tio kronors polska,,musescore,A major; A major,3/4; 3/4,120.0 BPM,480,0,1
QmTuKeGb4T71xu1NZxH3bnT4Zbw7eihkPGKFCVa3WoxMLB,data/11/46/QmTuKeGb4T71xu1NZxH3bnT4Zbw7eihkPGKFCVa3WoxMLB.json,,mxl/11/46/QmTuKeGb4T71xu1NZxH3bnT4Zbw7eihkPGKFCVa3WoxMLB.mxl,pdf/11/46/QmTuKeGb4T71xu1NZxH3bnT4Zbw7eihkPGKFCVa3WoxMLB.pdf,Cape Breton,,musescore,D major; D major,6/8; 6/8,120.0 BPM,480,0,1
QmbKAPkjR5Py9uSoMwkuE1sdotyyd4TPSkKEo7hS6kCqyv,data/1/29/QmbKAPkjR5Py9uSoMwkuE1sdotyyd4TPSkKEo7hS6kCqyv.json,,mxl/1/29/QmbKAPkjR5Py9uSoMwkuE1sdotyyd4TPSkKEo7hS6kCqyv.mxl,pdf/1/29/QmbKAPkjR5Py9uSoMwkuE1sdotyyd4TPSkKEo7hS6kCqyv.pdf,'t is Nature's Voice,Henry Purcell (1659 - 1695),musescore,F major; Eb major,4/4,120.0 BPM; 79.9998 BPM; 79.9998 BPM,480,0,2
QmYJEcXMKbSsNivTFBj9NybPK7wQMdp95Aqy4rsftZJeRs,data/16/27/QmYJEcXMKbSsNivTFBj9NybPK7wQMdp95Aqy4rsftZJeRs.json,,mxl/16/27/QmYJEcXMKbSsNivTFBj9NybPK7wQMdp95Aqy4rsftZJeRs.mxl,pdf/16/27/QmYJEcXMKbSsNivTFBj9NybPK7wQMdp95Aqy4rsftZJeRs.pdf,Hero,Leo Lee; Elizaveta; Lyr,musescore,None None; None None,4/4,150.0 BPM; 139.9998 BPM; 150.0 BPM; 120.0 BPM; 130.0002 BPM,480,0,7
QmYJUWg6d3UqnuBHHHZRcbQBQr7x6364JPoi3oo7KCKg1G,data/16/27/QmYJUWg6d3UqnuBHHHZRcbQBQr7x6364JPoi3oo7KCKg1G.json,,mxl/16/27/QmYJUWg6d3UqnuBHHHZRcbQBQr7x6364JPoi3oo7KCKg1G.mxl,pdf/16/27/QmYJUWg6d3UqnuBHHHZRcbQBQr7x6364JPoi3oo7KCKg1G.pdf,Esmerelda (The),,musescore,D major; A major,2/4,120.0 BPM,480,0,1
Qmc6o4jLk42rVfGT7rjMdZn1MwgsXQbcFBewHq96fQGz12,data/2/5/Qmc6o4jLk42rVfGT7rjMdZn1MwgsXQbcFBewHq96fQGz12.json,,mxl/2/5/Qmc6o4jLk42rVfGT7rjMdZn1MwgsXQbcFBewHq96fQGz12.mxl,pdf/2/5/Qmc6o4jLk42rVfGT7rjMdZn1MwgsXQbcFBewHq96fQGz12.pdf,Sean Ryans (2),,musescore,G major; G major,6/8; 6/8,120.0 BPM,480,0,1
QmXmexUanFZKPRpb8M9P2jLEUTnj1GLEZ9PzkKUWMshTQp,data/15/31/QmXmexUanFZKPRpb8M9P2jLEUTnj1GLEZ9PzkKUWMshTQp.json,,mxl/15/31/QmXmexUanFZKPRpb8M9P2jLEUTnj1GLEZ9PzkKUWMshTQp.mxl,pdf/15/31/QmXmexUanFZKPRpb8M9P2jLEUTnj1GLEZ9PzkKUWMshTQp.pdf,1.er Les Cerceaux,,musescore,G major; G major,2/2; 2/2,120.0 BPM,480,0,1
QmRvh9spJ34gN7kP18TBj1ew7113nk2XoJk9RCQDMeJzjY,data/9/48/QmRvh9spJ34gN7kP18TBj1ew7113nk2XoJk9RCQDMeJzjY.json,,mxl/9/48/QmRvh9spJ34gN7kP18TBj1ew7113nk2XoJk9RCQDMeJzjY.mxl,pdf/9/48/QmRvh9spJ34gN7kP18TBj1ew7113nk2XoJk9RCQDMeJzjY.pdf,Lord Banff's,,musescore,E major; E major,4/4; 4/4,120.0 BPM,480,0,1
QmUsh3zb7tnYfUQycTqzKXnfWT4551fmrq4hMEGYoJq1T7,data/12/42/QmUsh3zb7tnYfUQycTqzKXnfWT4551fmrq4hMEGYoJq1T7.json,,mxl/12/42/QmUsh3zb7tnYfUQycTqzKXnfWT4551fmrq4hMEGYoJq1T7.mxl,pdf/12/42/QmUsh3zb7tnYfUQycTqzKXnfWT4551fmrq4hMEGYoJq1T7.pdf,Et lys imot mørketida,,musescore,None None,3/4,100.0002 BPM,480,0,1
QmShhRPytmubfV7sBXiER6Qca9JGVoRYaD7CFnacYWpPxX,data/10/23/QmShhRPytmubfV7sBXiER6Qca9JGVoRYaD7CFnacYWpPxX.json,,mxl/10/23/QmShhRPytmubfV7sBXiER6Qca9JGVoRYaD7CFnacYWpPxX.mxl,pdf/10/23/QmShhRPytmubfV7sBXiER6Qca9JGVoRYaD7CFnacYWpPxX.pdf,Holberg Suite,Edvard Grieg; Op. 40; Arr. for piano 4 hands by Theodor Kirchner,musescore,None None; None None,3/4; 3/4,85.9998 BPM; 85.9998 BPM; 90.0 BPM; 85.9998 BPM; 79.9998 BPM; 73.99980000000001 BPM; 90.0 BPM; 85.9998 BPM; 79.9998 BPM; 73.99980000000001 BPM,480,0,2
QmQxLwrEGbatT8x4bxxxC2bLYcRuzdZ4vi6NY5h5A23EXJ,data/8/52/QmQxLwrEGbatT8x4bxxxC2bLYcRuzdZ4vi6NY5h5A23EXJ.json,,mxl/8/52/QmQxLwrEGbatT8x4bxxxC2bLYcRuzdZ4vi6NY5h5A23EXJ.mxl,pdf/8/52/QmQxLwrEGbatT8x4bxxxC2bLYcRuzdZ4vi6NY5h5A23EXJ.pdf,The Battle Of Waterloo,,musescore,None None,4/4,120.0 BPM,480,0,1
QmcVwMAehG7LHtSDYoU7R48rkVzx6wFRS9eYBvbnHfgfib,data/2/49/QmcVwMAehG7LHtSDYoU7R48rkVzx6wFRS9eYBvbnHfgfib.json,,mxl/2/49/QmcVwMAehG7LHtSDYoU7R48rkVzx6wFRS9eYBvbnHfgfib.mxl,pdf/2/49/QmcVwMAehG7LHtSDYoU7R48rkVzx6wFRS9eYBvbnHfgfib.pdf,Larry Bourne. FTB.123,,musescore,G major; G major,4/4; 4/4,100.0002 BPM; 100.0002 BPM,480,0,1
QmSUVzbTPAarGaAhCmU9vtahEshvdcpyTexpwXjojEAGLi,data/10/47/QmSUVzbTPAarGaAhCmU9vtahEshvdcpyTexpwXjojEAGLi.json,,mxl/10/47/QmSUVzbTPAarGaAhCmU9vtahEshvdcpyTexpwXjojEAGLi.mxl,pdf/10/47/QmSUVzbTPAarGaAhCmU9vtahEshvdcpyTexpwXjojEAGLi.pdf,Sunbury Common,,musescore,A major; A major,2/2; 2/2,120.0 BPM,480,0,1
QmaELaJC2TZqeQ3Un9DQLeJiELRYu4ukR7KDh34vWcFkdJ,data/0/18/QmaELaJC2TZqeQ3Un9DQLeJiELRYu4ukR7KDh34vWcFkdJ.json,,mxl/0/18/QmaELaJC2TZqeQ3Un9DQLeJiELRYu4ukR7KDh34vWcFkdJ.mxl,pdf/0/18/QmaELaJC2TZqeQ3Un9DQLeJiELRYu4ukR7KDh34vWcFkdJ.pdf,A Maioria Sem Nenhum - v01,Elton Medeiros,musescore,None None,2/4,100.0002 BPM,480,0,3
QmP5hW4q8CBDyV2rqSHaSnzPWyu5CMhdSa1jSNkeamxR5D,data/7/4/QmP5hW4q8CBDyV2rqSHaSnzPWyu5CMhdSa1jSNkeamxR5D.json,,mxl/7/4/QmP5hW4q8CBDyV2rqSHaSnzPWyu5CMhdSa1jSNkeamxR5D.mxl,pdf/7/4/QmP5hW4q8CBDyV2rqSHaSnzPWyu5CMhdSa1jSNkeamxR5D.pdf,Kitty O'Lynn. FTB.179,,musescore,D major; D major,6/8; 6/8,60.0 BPM; 60.0 BPM,480,0,1
QmSknHQR9cNw8dm463aEcVer5FLt3eC36f84wERaggwozj,data/10/28/QmSknHQR9cNw8dm463aEcVer5FLt3eC36f84wERaggwozj.json,,mxl/10/28/QmSknHQR9cNw8dm463aEcVer5FLt3eC36f84wERaggwozj.mxl,pdf/10/28/QmSknHQR9cNw8dm463aEcVer5FLt3eC36f84wERaggwozj.pdf,Hora Veche   (Am),,musescore,,6/16; 6/16,120.0 BPM,480,0,1
QmUs24jHfL6y2MWdmkCsXhL7KurGYRC8D2eTESM1RMJjtE,data/12/42/QmUs24jHfL6y2MWdmkCsXhL7KurGYRC8D2eTESM1RMJjtE.json,,mxl/12/42/QmUs24jHfL6y2MWdmkCsXhL7KurGYRC8D2eTESM1RMJjtE.mxl,pdf/12/42/QmUs24jHfL6y2MWdmkCsXhL7KurGYRC8D2eTESM1RMJjtE.pdf,Hor che'l ciel e la terra,Cipriano de Rore; Francesco Petrarca,musescore,F major,4/2,100.0002 BPM; 100.0002 BPM; 100.0002 BPM; 100.0002 BPM; 100.0002 BPM; 79.9998 BPM,480,0,5
QmPy4hMrAEkCY9X6LaR7EKn4PhhccY5Va2XchRnTEGQpc3,data/7/54/QmPy4hMrAEkCY9X6LaR7EKn4PhhccY5Va2XchRnTEGQpc3.json,,mxl/7/54/QmPy4hMrAEkCY9X6LaR7EKn4PhhccY5Va2XchRnTEGQpc3.mxl,pdf/7/54/QmPy4hMrAEkCY9X6LaR7EKn4PhhccY5Va2XchRnTEGQpc3.pdf,"Polonaise ""Heroic"" in A flat",F.F. Chopin,musescore,None None; None None; None None; None None; None None,3/4; 12/8; 12/8; 3/4; 9/8; 9/8; 3/4; 3/4; 9/8; 9/8; 3/4; 3/4; 9/8; 9/8; 3/4; 3/4,90.0 BPM; 120.0 BPM; 90.0 BPM; 109.9998 BPM; 120.0 BPM; 90.0 BPM; 109.9998 BPM; 120.0 BPM; 96.0 BPM; 120.0 BPM; 100.0002 BPM; 90.0 BPM; 100.0002 BPM; 109.9998 BPM; 99.0 BPM; 85.0002 BPM; 115.0002 BPM; 100.0002 BPM; 94.9998 BPM; 90.0 BPM; 85.0002 BPM; 75.0 BPM; 60.0 BPM; 75.0 BPM; 79.9998 BPM; 64.9998 BPM; 67.9998 BPM; 75.0 BPM; 64.9998 BPM; 70.0002 BPM; 76.99980000000001 BPM; 66.0 BPM; 69.0 BPM; 75.0 BPM; 60.0 BPM; 79.9998 BPM; 75.0 BPM; 75.0 BPM; 70.0002 BPM; 70.0002 BPM; 79.9998 BPM; 70.0002 B,480,0,1
QmYbSUtqZXq5F73vbjNhzfjcLagtGxAx3umyYMUCMdMQrP,data/16/11/QmYbSUtqZXq5F73vbjNhzfjcLagtGxAx3umyYMUCMdMQrP.json,,mxl/16/11/QmYbSUtqZXq5F73vbjNhzfjcLagtGxAx3umyYMUCMdMQrP.mxl,pdf/16/11/QmYbSUtqZXq5F73vbjNhzfjcLagtGxAx3umyYMUCMdMQrP.pdf,,,musescore,Eb major,8/2,199.9998 BPM,480,0,1
QmTXYP8aSWM7nHeBkLjWB3R9cQ1hrvaakRDUomX7tVPPBR,data/11/53/QmTXYP8aSWM7nHeBkLjWB3R9cQ1hrvaakRDUomX7tVPPBR.json,,mxl/11/53/QmTXYP8aSWM7nHeBkLjWB3R9cQ1hrvaakRDUomX7tVPPBR.mxl,pdf/11/53/QmTXYP8aSWM7nHeBkLjWB3R9cQ1hrvaakRDUomX7tVPPBR.pdf,Push About the Jorum -- Strathspey,,musescore,G major,2/2,120.0 BPM,480,0,1
Qmeze2tQQd5P5mAsXnUq8bnwQYfc4duxjvo7vMjC25XAPr,data/4/56/Qmeze2tQQd5P5mAsXnUq8bnwQYfc4duxjvo7vMjC25XAPr.json,,mxl/4/56/Qmeze2tQQd5P5mAsXnUq8bnwQYfc4duxjvo7vMjC25XAPr.mxl,pdf/4/56/Qmeze2tQQd5P5mAsXnUq8bnwQYfc4duxjvo7vMjC25XAPr.pdf,,,musescore,None None,3/4,90.0 BPM,480,0,2
QmXfHgUQ3kE9LirUT7sTmD1Pu8C7ZyMJEKGAaYfWSRaitx,data/15/19/QmXfHgUQ3kE9LirUT7sTmD1Pu8C7ZyMJEKGAaYfWSRaitx.json,,mxl/15/19/QmXfHgUQ3kE9LirUT7sTmD1Pu8C7ZyMJEKGAaYfWSRaitx.mxl,pdf/15/19/QmXfHgUQ3kE9LirUT7sTmD1Pu8C7ZyMJEKGAaYfWSRaitx.pdf,Reinlender i D,,musescore,D major; D major; D major,4/4; 4/4; 4/4,120.0 BPM,480,0,1
QmP4HAm1sBE6FS2sNHnETi95somrZkEcGB9Yf5Dbtm8HLj,data/7/3/QmP4HAm1sBE6FS2sNHnETi95somrZkEcGB9Yf5Dbtm8HLj.json,,mxl/7/3/QmP4HAm1sBE6FS2sNHnETi95somrZkEcGB9Yf5Dbtm8HLj.mxl,pdf/7/3/QmP4HAm1sBE6FS2sNHnETi95somrZkEcGB9Yf5Dbtm8HLj.pdf,Black Rogue; The,,musescore,D major; D major,6/8; 6/8,120.0 BPM,480,0,1
Qmb1VAKrHDLraLcz9AMAGtf2czG8HKBrdTfxrterPsRB4p,data/1/0/Qmb1VAKrHDLraLcz9AMAGtf2czG8HKBrdTfxrterPsRB4p.json,,mxl/1/0/Qmb1VAKrHDLraLcz9AMAGtf2czG8HKBrdTfxrterPsRB4p.mxl,pdf/1/0/Qmb1VAKrHDLraLcz9AMAGtf2czG8HKBrdTfxrterPsRB4p.pdf,Scotch Mary,,musescore,None None; None None,2/2; 2/2,120.0 BPM,480,0,1
QmPXTWnLRZ4dpa8qqWQFDNGabMeMqQCBWyPQ7id8XByGka,data/7/53/QmPXTWnLRZ4dpa8qqWQFDNGabMeMqQCBWyPQ7id8XByGka.json,,mxl/7/53/QmPXTWnLRZ4dpa8qqWQFDNGabMeMqQCBWyPQ7id8XByGka.mxl,pdf/7/53/QmPXTWnLRZ4dpa8qqWQFDNGabMeMqQCBWyPQ7id8XByGka.pdf,Alma redemptoris Mater,Giovanni Battista Riccio,musescore,,4/4; 3/1; 4/4; 3/1; 4/4,60.0 BPM; 60.0 BPM; 60.0 BPM,480,0,3
QmP4X9vSY3W4ue1G6JsXufhuE2Mji8s5eT5YhUYupWF9Q2,data/7/3/QmP4X9vSY3W4ue1G6JsXufhuE2Mji8s5eT5YhUYupWF9Q2.json,,mxl/7/3/QmP4X9vSY3W4ue1G6JsXufhuE2Mji8s5eT5YhUYupWF9Q2.mxl,pdf/7/3/QmP4X9vSY3W4ue1G6JsXufhuE2Mji8s5eT5YhUYupWF9Q2.pdf,Throw Away The Keys,,musescore,D major,4/4,120.0 BPM,480,0,1
QmaNTduU8mHrtbbNug5uCqhVXYiihf8vaWwGNC1yZyyLt1,data/0/34/QmaNTduU8mHrtbbNug5uCqhVXYiihf8vaWwGNC1yZyyLt1.json,,mxl/0/34/QmaNTduU8mHrtbbNug5uCqhVXYiihf8vaWwGNC1yZyyLt1.mxl,pdf/0/34/QmaNTduU8mHrtbbNug5uCqhVXYiihf8vaWwGNC1yZyyLt1.pdf,John Black's Daughter,,musescore,G major,2/2,120.0 BPM,480,0,2
QmXqeVimw4ymQ7xFFKYGrZNPwAksm7oZeCrUCdR8CAT2Yf,data/15/38/QmXqeVimw4ymQ7xFFKYGrZNPwAksm7oZeCrUCdR8CAT2Yf.json,,mxl/15/38/QmXqeVimw4ymQ7xFFKYGrZNPwAksm7oZeCrUCdR8CAT2Yf.mxl,pdf/15/38/QmXqeVimw4ymQ7xFFKYGrZNPwAksm7oZeCrUCdR8CAT2Yf.pdf,Paddy McMahon's,,musescore,D major; D major; D major,6/8; 6/8; 6/8,120.0 BPM,480,0,1
QmYET5eD7N1LVP65rUihXjdkNSpkg178SyKcpM91XVsuCL,data/16/18/QmYET5eD7N1LVP65rUihXjdkNSpkg178SyKcpM91XVsuCL.json,,mxl/16/18/QmYET5eD7N1LVP65rUihXjdkNSpkg178SyKcpM91XVsuCL.mxl,pdf/16/18/QmYET5eD7N1LVP65rUihXjdkNSpkg178SyKcpM91XVsuCL.pdf,The Old Blind Bard,,musescore,E minor,2/4,120.0 BPM,480,0,1
QmZaM6TQAnnkNmeykGb8PKtMk4okYoCPa8CM4LFpR25KLx,data/17/9/QmZaM6TQAnnkNmeykGb8PKtMk4okYoCPa8CM4LFpR25KLx.json,,mxl/17/9/QmZaM6TQAnnkNmeykGb8PKtMk4okYoCPa8CM4LFpR25KLx.mxl,pdf/17/9/QmZaM6TQAnnkNmeykGb8PKtMk4okYoCPa8CM4LFpR25KLx.pdf,Amazing Grace— How Sweet the Sound,,musescore,None None,3/4,120.0 BPM,480,0,2
QmeY758mBaqsbMoGFUpuST2X5wKHiEM2mYrH1gtEseaif9,data/4/55/QmeY758mBaqsbMoGFUpuST2X5wKHiEM2mYrH1gtEseaif9.json,,mxl/4/55/QmeY758mBaqsbMoGFUpuST2X5wKHiEM2mYrH1gtEseaif9.mxl,pdf/4/55/QmeY758mBaqsbMoGFUpuST2X5wKHiEM2mYrH1gtEseaif9.pdf,Y Delyn,Trad,musescore,A major,6/8,64.9998 BPM,480,0,1
QmdyZvYCM98uwrvyo2EJxbWL7qQABFk8CmE52VztZfKFDC,data/3/54/QmdyZvYCM98uwrvyo2EJxbWL7qQABFk8CmE52VztZfKFDC.json,,mxl/3/54/QmdyZvYCM98uwrvyo2EJxbWL7qQABFk8CmE52VztZfKFDC.mxl,pdf/3/54/QmdyZvYCM98uwrvyo2EJxbWL7qQABFk8CmE52VztZfKFDC.pdf,Viva la Vida,,musescore,None None,4/4,120.0 BPM,480,0,6
QmX1jYZJFPrKMkowg3yyfM2Ety6Aowuy9Y3EsSJsPtnysS,data/15/0/QmX1jYZJFPrKMkowg3yyfM2Ety6Aowuy9Y3EsSJsPtnysS.json,,mxl/15/0/QmX1jYZJFPrKMkowg3yyfM2Ety6Aowuy9Y3EsSJsPtnysS.mxl,pdf/15/0/QmX1jYZJFPrKMkowg3yyfM2Ety6Aowuy9Y3EsSJsPtnysS.pdf,CONCERTO,Antonín Dvořák,musescore,None None,4/4,115.9998 BPM; 115.9998 BPM; 112.0002 BPM; 108.0 BPM; 103.99980000000001 BPM; 100.0002 BPM; 115.9998 BPM; 115.9998 BPM; 115.9998 BPM; 114.0 BPM; 112.9998 BPM; 112.5 BPM; 112.0002 BPM; 109.9998 BPM; 108.0 BPM; 106.00019999999999 BPM; 103.99980000000001 BPM; 103.00019999999999 BPM; 102.0 BPM; 100.9998 BPM; 100.0002 BPM; 100.0002 BPM; 99.40020000000001 BPM; 98.8002 BPM; 98.1 BPM; 97.5 BPM; 96.9 BPM; 96.3 BPM; 95.59979999999999 BPM; 94.9998 BPM; 94.3998 BPM; 93.7998 BPM; 93.1002 BPM; 92.5002 BPM; 91.,480,0,20
QmNzG4nQsbEG1pHmcVVmJ2hSzd2N6Pr6gpr3ttg3qjjRPZ,data/6/56/QmNzG4nQsbEG1pHmcVVmJ2hSzd2N6Pr6gpr3ttg3qjjRPZ.json,,mxl/6/56/QmNzG4nQsbEG1pHmcVVmJ2hSzd2N6Pr6gpr3ttg3qjjRPZ.mxl,pdf/6/56/QmNzG4nQsbEG1pHmcVVmJ2hSzd2N6Pr6gpr3ttg3qjjRPZ.pdf,Back to the Hills,J.Scott Skinner,musescore,,4/4,120.0 BPM,480,0,1
QmVLPaHQeCYo5CnzaYmxyhPP9d3PDaatp1BoM6YTffhz9P,data/13/30/QmVLPaHQeCYo5CnzaYmxyhPP9d3PDaatp1BoM6YTffhz9P.json,,mxl/13/30/QmVLPaHQeCYo5CnzaYmxyhPP9d3PDaatp1BoM6YTffhz9P.mxl,pdf/13/30/QmVLPaHQeCYo5CnzaYmxyhPP9d3PDaatp1BoM6YTffhz9P.pdf,Two Rivers,Larry Unger,musescore,None None,3/4,180.0 BPM,480,0,1
QmQ5XPGm8E8u7HhJof96xMQWSWZSGwokvuD9s2ESec6hZu,data/8/4/QmQ5XPGm8E8u7HhJof96xMQWSWZSGwokvuD9s2ESec6hZu.json,,mxl/8/4/QmQ5XPGm8E8u7HhJof96xMQWSWZSGwokvuD9s2ESec6hZu.mxl,pdf/8/4/QmQ5XPGm8E8u7HhJof96xMQWSWZSGwokvuD9s2ESec6hZu.pdf,Latha dhómhsa 's mi siubhal garbhlaich,,musescore,E minor,2/4,120.0 BPM,480,0,1
QmZhSi3KmtwtNDenpwmpDHMspGCoEVi5B2jwPVVLWJkV73,data/17/23/QmZhSi3KmtwtNDenpwmpDHMspGCoEVi5B2jwPVVLWJkV73.json,,mxl/17/23/QmZhSi3KmtwtNDenpwmpDHMspGCoEVi5B2jwPVVLWJkV73.mxl,pdf/17/23/QmZhSi3KmtwtNDenpwmpDHMspGCoEVi5B2jwPVVLWJkV73.pdf,Polka,,musescore,None None; None None; None None,2/4; 2/4; 2/4,120.0 BPM,480,0,1
QmeFNKGzXWNe3ezZYv46oXBNKFBrixpG7dHGhbkn1g48N3,data/4/20/QmeFNKGzXWNe3ezZYv46oXBNKFBrixpG7dHGhbkn1g48N3.json,,mxl/4/20/QmeFNKGzXWNe3ezZYv46oXBNKFBrixpG7dHGhbkn1g48N3.mxl,pdf/4/20/QmeFNKGzXWNe3ezZYv46oXBNKFBrixpG7dHGhbkn1g48N3.pdf,Spancil Hill,,musescore,None None; None None,3/4; 3/4,120.0 BPM,480,0,1
QmSh7tv7n9cHKxAiGhUbqXhn67Jar54hmGsLAcFFowmNfY,data/10/23/QmSh7tv7n9cHKxAiGhUbqXhn67Jar54hmGsLAcFFowmNfY.json,,mxl/10/23/QmSh7tv7n9cHKxAiGhUbqXhn67Jar54hmGsLAcFFowmNfY.mxl,pdf/10/23/QmSh7tv7n9cHKxAiGhUbqXhn67Jar54hmGsLAcFFowmNfY.pdf,Brentford; LM,English melody; arranged by Lowell Mason; 1835,musescore,F major,3/4,120.0 BPM,480,0,2
QmZUAjLG8BPubES3KmHDP28P6Tdf8HAaNbnWHSFFPNdnVD,data/17/47/QmZUAjLG8BPubES3KmHDP28P6Tdf8HAaNbnWHSFFPNdnVD.json,,mxl/17/47/QmZUAjLG8BPubES3KmHDP28P6Tdf8HAaNbnWHSFFPNdnVD.mxl,pdf/17/47/QmZUAjLG8BPubES3KmHDP28P6Tdf8HAaNbnWHSFFPNdnVD.pdf,Symphony of the Celestial Spheres - Sinfonía de las esferas celestiales,Luis Enrique Barajas,musescore,None None; None None,4/4,64.9998 BPM; 49.99998 BPM; 64.9998 BPM; 70.0002 BPM; 75.0 BPM; 79.9998 BPM; 85.0002 BPM; 120.0 BPM,480,0,21
QmdkEwnWDkW6umEgPUbrdnd23AQXsN7aDuqQ4i5PrknTxQ,data/3/28/QmdkEwnWDkW6umEgPUbrdnd23AQXsN7aDuqQ4i5PrknTxQ.json,,mxl/3/28/QmdkEwnWDkW6umEgPUbrdnd23AQXsN7aDuqQ4i5PrknTxQ.mxl,pdf/3/28/QmdkEwnWDkW6umEgPUbrdnd23AQXsN7aDuqQ4i5PrknTxQ.pdf,Thou who wast rich,C H Kitson; F Houghton,musescore,None None,3/4,120.0 BPM,480,0,1
QmZHg7e7RUV6qm18dcmrA2KoHPqVE7qKqF6XxjtbRbhfxH,data/17/24/QmZHg7e7RUV6qm18dcmrA2KoHPqVE7qKqF6XxjtbRbhfxH.json,,mxl/17/24/QmZHg7e7RUV6qm18dcmrA2KoHPqVE7qKqF6XxjtbRbhfxH.mxl,pdf/17/24/QmZHg7e7RUV6qm18dcmrA2KoHPqVE7qKqF6XxjtbRbhfxH.pdf,,,musescore,,4/2,199.9998 BPM; 199.9998 BPM; 199.9998 BPM; 199.9998 BPM; 196.0002 BPM; 192.0 BPM; 187.9998 BPM; 184.00019999999998 BPM; 181.0002 BPM; 178.9998 BPM; 175.99980000000002 BPM; 171.0 BPM; 169.9998 BPM,480,0,4
QmWYYqvudr2BeFVfEkatp6mEKXgiQavAAdfkon1QaejBJG,data/14/55/QmWYYqvudr2BeFVfEkatp6mEKXgiQavAAdfkon1QaejBJG.json,,mxl/14/55/QmWYYqvudr2BeFVfEkatp6mEKXgiQavAAdfkon1QaejBJG.mxl,pdf/14/55/QmWYYqvudr2BeFVfEkatp6mEKXgiQavAAdfkon1QaejBJG.pdf,Kommt Her zu Mir; 88.78.87,German tune; ca. 1400,musescore,Ab major,,120.0 BPM,480,0,2
QmSvGvA2FEHViiwmV19qkjw3GDMixp1rVsrNuab3gAp5hV,data/10/48/QmSvGvA2FEHViiwmV19qkjw3GDMixp1rVsrNuab3gAp5hV.json,,mxl/10/48/QmSvGvA2FEHViiwmV19qkjw3GDMixp1rVsrNuab3gAp5hV.mxl,pdf/10/48/QmSvGvA2FEHViiwmV19qkjw3GDMixp1rVsrNuab3gAp5hV.pdf,Op.2301,Yohei Kato * 加藤 洋平,musescore,None None,6/8,40.00002 BPM,480,0,1
QmQP7ReMPN8tesv8ccVErb9QfLLZpvbEGMgpzWd84nsE4s,data/8/37/QmQP7ReMPN8tesv8ccVErb9QfLLZpvbEGMgpzWd84nsE4s.json,,mxl/8/37/QmQP7ReMPN8tesv8ccVErb9QfLLZpvbEGMgpzWd84nsE4s.mxl,pdf/8/37/QmQP7ReMPN8tesv8ccVErb9QfLLZpvbEGMgpzWd84nsE4s.pdf,The Sloe,,musescore,D major; D major,4/4; 4/4,120.0 BPM,480,0,1
